customer_id,segment,risk_tier,avg_fhs,green_days
NW000673,stable_salaried,Low,68.5,250
NW000674,freelancer,Medium,56.5,206
NW000675,gig_worker,Medium,50.0,183
NW000676,sme_distressed,Medium,39.4,144
NW000677,stable_salaried,Low,78.0,285
NW000678,gig_worker,Medium,43.0,157
NW000679,sme_distressed,High,30.2,110
NW000680,sme_seasonal,Medium,45.8,167
NW000681,sme_seasonal,Medium,49.4,180
NW000682,stretched_salaried,High,20.3,74
NW000683,stable_salaried,Low,69.5,254
NW000684,young_professional,Medium,54.3,198
NW000685,sme_distressed,Medium,47.6,174
NW000686,freelancer,Medium,48.2,176
NW000687,young_professional,Low,61.5,225
NW000688,stretched_salaried,Medium,40.2,146
NW000689,near_retiree,Medium,59.8,218
NW000690,stable_salaried,Low,77.8,284
NW000691,stretched_salaried,Medium,43.1,157
NW000692,gig_worker,High,17.6,64
NW000693,freelancer,Medium,42.1,153
NW000694,stretched_salaried,High,24.1,88
NW000695,stable_salaried,Low,76.1,278
NW000696,young_professional,Low,69.0,252
NW000697,stretched_salaried,Medium,35.9,131
NW000698,young_professional,Low,67.6,247
NW000699,stable_salaried,Low,89.4,327
NW000700,freelancer,High,34.0,124
NW000701,freelancer,Low,75.5,276
NW000702,stable_salaried,Low,63.2,231
NW000703,stretched_salaried,Medium,41.2,150
NW000704,stable_salaried,Low,71.5,261
NW000705,stable_salaried,Low,65.9,241
NW000706,sme_distressed,High,22.4,81
NW000707,stretched_salaried,Medium,52.3,191
NW000708,sme_seasonal,Medium,52.8,193
NW000709,stretched_salaried,Medium,45.4,166
NW000710,young_professional,Low,68.7,251
NW000711,near_retiree,Low,73.3,268
NW000712,young_professional,Low,60.5,221
NW000713,freelancer,Medium,54.9,201
NW000714,gig_worker,Medium,48.3,176
NW000715,stretched_salaried,High,33.5,122
NW000716,sme_distressed,High,23.2,84
NW000717,sme_seasonal,High,22.9,83
NW000718,sme_distressed,High,27.6,101
NW000719,stable_salaried,Low,76.3,279
NW000720,near_retiree,Low,82.0,300
NW000721,sme_distressed,High,14.9,54
NW000722,stable_salaried,Medium,55.7,203
NW000723,stable_salaried,Low,87.3,319
NW000724,near_retiree,Low,67.5,247
NW000725,young_professional,Low,70.1,256
NW000726,sme_seasonal,Medium,50.6,185
NW000727,stable_salaried,Low,91.6,335
NW000728,sme_seasonal,Medium,37.5,137
NW000729,stretched_salaried,Medium,35.9,131
NW000730,stable_salaried,Low,76.9,281
NW000731,stable_salaried,Low,68.1,249
NW000732,sme_seasonal,Low,62.5,228
NW000733,young_professional,Low,72.4,265
NW000734,freelancer,Medium,37.1,135
NW000735,gig_worker,Medium,59.9,219
NW000736,sme_seasonal,Medium,58.1,212
NW000737,gig_worker,High,21.7,79
NW000738,sme_seasonal,Low,60.9,222
NW000739,gig_worker,Medium,41.5,151
NW000740,gig_worker,High,29.1,106
NW000741,gig_worker,Medium,49.7,182
NW000742,stretched_salaried,High,21.7,79
NW000743,near_retiree,Low,66.8,244
NW000744,freelancer,Low,64.5,236
NW000745,stretched_salaried,Medium,42.2,154
NW000746,sme_seasonal,Medium,52.8,193
NW000747,gig_worker,High,29.9,109
NW000748,freelancer,Medium,36.9,134
NW000749,sme_distressed,High,33.1,121
NW000750,young_professional,Medium,47.6,174
NW000751,stable_salaried,Low,70.2,257
NW000752,sme_distressed,High,26.1,95
NW000753,young_professional,Medium,58.3,213
NW000754,stretched_salaried,Medium,56.9,208
NW000755,stable_salaried,Low,66.9,244
NW000756,sme_seasonal,Medium,43.1,157
NW000757,young_professional,Medium,35.3,129
NW000758,freelancer,Low,66.3,242
NW000759,sme_seasonal,Medium,51.1,187
NW000760,sme_seasonal,Medium,36.2,132
NW000761,stable_salaried,Low,81.2,297
NW000762,stretched_salaried,Medium,52.7,192
NW000763,stretched_salaried,High,30.2,110
NW000764,near_retiree,Medium,58.9,215
NW000765,stable_salaried,Low,82.5,301
NW000766,freelancer,High,32.8,120
NW000767,near_retiree,Low,72.0,263
NW000768,sme_seasonal,Low,60.2,220
NW000769,stretched_salaried,High,29.7,108
NW000770,sme_seasonal,Medium,54.8,200
NW000771,stable_salaried,Low,75.8,277
NW000772,sme_seasonal,Low,80.0,292
NW000773,stable_salaried,Low,76.6,280
NW000774,gig_worker,High,33.9,124
NW000775,sme_seasonal,Medium,49.1,179
NW000776,stable_salaried,Low,84.4,308
NW000777,stretched_salaried,Medium,38.2,139
NW000778,near_retiree,Low,60.0,219
NW000779,near_retiree,Low,78.1,285
NW000780,young_professional,Medium,54.6,199
NW000781,young_professional,Low,71.7,262
NW000782,freelancer,Medium,49.8,182
NW000783,stretched_salaried,High,19.0,69
NW000784,stretched_salaried,Medium,52.5,192
NW000785,stable_salaried,Low,90.0,329
NW000786,sme_distressed,Medium,36.7,134
NW000787,young_professional,Medium,49.0,179
NW000788,gig_worker,Medium,37.5,137
NW000789,gig_worker,High,12.6,46
NW000790,sme_distressed,Medium,37.4,136
NW000791,stable_salaried,Low,88.5,323
NW000792,young_professional,Medium,51.2,187
NW000793,freelancer,Medium,51.3,187
NW000794,young_professional,Medium,44.3,162
NW000795,stable_salaried,Low,76.2,278
NW000796,sme_seasonal,Low,72.5,265
NW000797,sme_distressed,High,32.4,118
NW000798,freelancer,Medium,56.7,207
NW000799,young_professional,Medium,46.2,168
NW000800,sme_distressed,High,27.4,100
NW000801,near_retiree,Low,69.9,255
NW000802,stable_salaried,Low,80.0,292
NW000803,young_professional,Low,71.3,261
NW000804,young_professional,Medium,58.8,215
NW000805,gig_worker,Medium,41.9,153
NW000806,near_retiree,Low,63.8,233
NW000807,sme_distressed,High,22.6,82
NW000808,sme_distressed,High,28.2,103
NW000809,gig_worker,High,23.0,84
NW000810,stable_salaried,Low,70.9,259
NW000811,sme_distressed,Medium,49.6,181
NW000812,sme_seasonal,Medium,38.2,139
NW000813,stable_salaried,Low,80.6,294
NW000814,sme_distressed,High,20.2,73
NW000815,sme_seasonal,Medium,40.7,148
NW000816,freelancer,Medium,55.7,203
NW000817,young_professional,Medium,54.6,199
NW000818,gig_worker,Medium,36.4,133
NW000819,stable_salaried,Low,79.4,290
NW000820,stretched_salaried,High,29.9,109
NW000821,sme_seasonal,Medium,35.6,130
NW000822,stable_salaried,Low,83.1,303
NW000823,stretched_salaried,Medium,55.6,203
NW000824,gig_worker,Low,63.8,233
NW000825,freelancer,Low,78.1,285
NW000826,sme_distressed,High,19.5,71
NW000827,stretched_salaried,Medium,37.8,138
NW000828,stretched_salaried,Medium,52.5,192
NW000829,near_retiree,Low,69.5,254
NW000830,gig_worker,High,33.0,120
NW000831,stretched_salaried,High,34.9,127
NW000832,gig_worker,Medium,49.1,179
NW000833,stable_salaried,Low,75.6,276
NW000834,stable_salaried,Low,63.6,232
NW000835,freelancer,Low,64.6,236
NW000836,gig_worker,Medium,47.3,173
NW000837,sme_distressed,High,26.2,96
NW000838,gig_worker,Low,70.6,258
NW000839,young_professional,Low,66.1,241
NW000840,young_professional,Medium,51.0,186
NW000841,stable_salaried,Low,72.6,265
NW000842,young_professional,Medium,57.1,209
NW000843,stable_salaried,Low,87.9,321
NW000844,sme_distressed,Medium,36.7,134
NW000845,stable_salaried,Low,71.1,260
NW000846,gig_worker,Medium,45.9,167
NW000847,stable_salaried,Low,85.8,313
NW000848,sme_distressed,High,17.7,64
NW000849,freelancer,Medium,56.1,205
NW000850,young_professional,Medium,45.4,166
NW000851,stable_salaried,Low,63.2,231
NW000852,near_retiree,Medium,56.0,205
NW000853,stretched_salaried,High,28.5,104
NW000854,sme_seasonal,Medium,40.5,148
NW000855,stretched_salaried,High,15.9,58
NW000856,stable_salaried,Low,72.7,266
NW000857,stable_salaried,Low,71.5,261
NW000858,freelancer,High,29.8,108
NW000859,freelancer,High,33.3,121
NW000860,stable_salaried,Low,64.5,236
NW000861,near_retiree,Low,65.3,238
NW000862,gig_worker,Low,69.0,252
NW000863,freelancer,High,32.8,119
NW000864,gig_worker,Low,76.0,278
NW000865,gig_worker,Medium,35.8,130
NW000866,freelancer,Medium,39.7,145
NW000867,stable_salaried,Low,82.0,299
NW000868,stable_salaried,Low,71.1,260
NW000869,sme_seasonal,High,33.2,121
NW000870,sme_distressed,Medium,45.3,165
NW000871,gig_worker,High,33.8,123
NW000872,stretched_salaried,High,35.0,127
NW000873,young_professional,Medium,53.8,196
NW000874,gig_worker,Medium,56.6,207
NW000875,stable_salaried,Low,88.2,322
NW000876,stable_salaried,Low,67.0,245
NW000877,near_retiree,Low,76.6,280
NW000878,young_professional,Medium,48.0,175
NW000879,stable_salaried,Low,78.6,287
NW000880,stretched_salaried,High,33.5,122
NW000881,stretched_salaried,Medium,46.5,170
NW000882,young_professional,Medium,42.0,153
NW000883,stable_salaried,Low,80.0,292
NW000884,stable_salaried,Low,83.3,304
NW000885,sme_seasonal,Medium,42.9,156
NW000886,stable_salaried,Low,79.5,291
NW000887,young_professional,Low,66.5,243
NW000888,stretched_salaried,High,34.0,124
NW000889,stable_salaried,Low,80.9,295
NW000890,stretched_salaried,Medium,50.1,183
NW000891,near_retiree,Low,71.9,263
NW000892,sme_seasonal,Medium,58.3,213
NW000893,sme_seasonal,Low,64.0,234
NW000894,gig_worker,High,28.9,105
NW000895,young_professional,Low,67.1,245
NW000896,stretched_salaried,High,25.9,94
NW000897,stretched_salaried,High,29.3,107
NW000898,sme_seasonal,Medium,56.3,206
NW000899,stable_salaried,Low,74.7,273
NW000900,stable_salaried,Low,65.3,238
NW000901,stretched_salaried,Medium,58.5,214
NW000902,stable_salaried,Low,77.4,283
NW000903,stable_salaried,Low,76.2,278
NW000904,young_professional,Low,65.3,239
NW000905,gig_worker,Medium,39.6,145
NW000906,sme_seasonal,Medium,56.6,207
NW000907,sme_seasonal,High,24.7,90
NW000908,stretched_salaried,High,29.3,107
NW000909,stretched_salaried,Medium,40.2,147
NW000910,gig_worker,High,15.0,54
NW000911,young_professional,Low,60.1,219
NW000912,stretched_salaried,High,32.2,117
NW000913,young_professional,Medium,57.0,208
NW000914,gig_worker,Medium,50.8,185
NW000915,freelancer,Medium,41.5,151
NW000916,gig_worker,Low,70.2,257
NW000917,stretched_salaried,Medium,35.0,128
NW000918,sme_distressed,High,27.9,102
NW000919,near_retiree,Medium,49.2,180
NW000920,stable_salaried,Low,69.3,253
NW000921,sme_seasonal,Medium,46.9,171
NW000922,freelancer,Medium,46.8,171
NW000923,sme_seasonal,High,33.4,122
NW000924,sme_seasonal,Low,63.2,231
NW000925,gig_worker,Medium,50.2,183
NW000926,stable_salaried,Low,77.8,284
NW000927,stretched_salaried,Medium,57.6,210
NW000928,freelancer,Low,62.5,228
NW000929,young_professional,High,34.3,125
NW000930,stretched_salaried,Medium,43.8,160
NW000931,stable_salaried,Low,77.1,282
NW000932,sme_seasonal,Medium,46.0,168
NW000933,sme_distressed,High,22.0,80
NW000934,freelancer,Low,60.5,221
NW000935,stable_salaried,Low,71.9,263
NW000936,stretched_salaried,High,19.6,71
NW000937,stable_salaried,Low,69.4,254
NW000938,sme_distressed,High,21.6,78
NW000939,stable_salaried,Low,72.4,265
NW000940,young_professional,Low,66.1,241
NW000941,stretched_salaried,Medium,35.5,129
NW000942,freelancer,Medium,42.8,156
NW000943,young_professional,Medium,50.3,183
NW000944,sme_seasonal,Medium,49.7,181
NW000945,stretched_salaried,High,32.3,118
NW000946,stable_salaried,Low,72.8,266
NW000947,stable_salaried,Low,79.6,291
NW000948,sme_distressed,High,30.9,113
NW000949,sme_seasonal,Medium,44.7,163
NW000950,young_professional,Medium,52.6,192
NW000951,young_professional,Medium,55.6,203
NW000952,young_professional,High,34.0,124
NW000953,stable_salaried,Low,74.6,272
NW000954,sme_distressed,High,25.4,92
NW000955,gig_worker,Medium,39.6,145
NW000956,gig_worker,Medium,45.7,167
NW000957,freelancer,High,33.8,123
NW000958,stable_salaried,Low,70.8,259
NW000959,stable_salaried,Low,72.1,263
NW000960,near_retiree,Low,79.0,289
NW000961,stable_salaried,Low,80.5,294
NW000962,young_professional,Medium,57.0,208
NW000963,stretched_salaried,High,20.3,74
NW000964,gig_worker,High,34.7,127
NW000965,stretched_salaried,High,12.6,46
NW000966,gig_worker,Medium,58.1,212
NW000967,near_retiree,Low,67.7,247
NW000968,stretched_salaried,Medium,43.3,158
NW000969,freelancer,Medium,56.7,207
NW000970,freelancer,Medium,41.1,150
NW000971,young_professional,Medium,45.5,166
NW000972,sme_distressed,High,8.8,32
NW000973,near_retiree,Low,62.1,227
NW000974,stretched_salaried,Medium,55.9,204
NW000975,stable_salaried,Low,80.9,296
NW000976,stretched_salaried,High,28.3,103
NW000977,young_professional,Medium,41.7,152
NW000978,stable_salaried,Low,68.8,251
NW000979,freelancer,Medium,50.1,183
NW000980,young_professional,Medium,53.8,197
NW000981,stretched_salaried,High,28.0,102
NW000982,near_retiree,Low,73.0,267
NW000983,stable_salaried,Low,68.2,249
NW000984,stable_salaried,Low,85.5,312
NW000985,near_retiree,Medium,56.6,207
NW000986,freelancer,Low,65.3,238
NW000987,young_professional,Low,61.6,225
NW000988,gig_worker,Medium,41.4,151
NW000989,stretched_salaried,Medium,40.8,149
NW000990,sme_seasonal,Low,60.9,222
NW000991,sme_seasonal,High,31.1,113
NW000992,young_professional,Low,71.3,261
NW000993,stretched_salaried,Low,64.3,235
NW000994,young_professional,Medium,52.7,192
NW000995,gig_worker,Medium,47.0,172
NW000996,stable_salaried,Low,79.1,289
NW000997,sme_distressed,High,33.5,122
NW000998,stable_salaried,Low,80.2,293
NW000999,sme_distressed,High,34.0,124
NW001000,gig_worker,Medium,42.4,155
