date,segment,median_balance,mean_fhs,pct_fhs_danger
2026-08-05,near_retiree,15431.34,75.1,0.0
2026-08-06,near_retiree,15512.52,71.8,0.0
2026-08-07,near_retiree,15489.73,69.7,0.0
2026-08-08,near_retiree,15435.69,71.8,0.0
2026-08-09,near_retiree,15680.11,72.3,0.0
2026-08-10,near_retiree,15526.0,73.1,0.0
2026-08-11,near_retiree,15334.0,71.0,0.0
2026-08-12,near_retiree,15366.83,72.3,0.0
2026-05-15,sme_seasonal,4314.42,48.3,15.5
2026-05-16,sme_seasonal,4343.22,49.7,14.7
2026-05-17,sme_seasonal,4338.77,50.9,12.1
2026-05-18,sme_seasonal,4272.69,47.7,16.4
2026-05-19,sme_seasonal,4268.1,50.2,12.9
2026-05-20,sme_seasonal,4271.16,47.1,20.7
2026-05-21,sme_seasonal,4197.23,47.7,19.0
2026-05-22,sme_seasonal,4334.67,48.7,19.0
2026-05-23,sme_seasonal,4213.74,50.6,12.9
2026-05-24,sme_seasonal,4408.94,50.7,10.3
2026-05-25,sme_seasonal,6061.7,51.8,8.6
2026-05-26,sme_seasonal,6166.34,51.2,12.1
2026-05-27,sme_seasonal,6100.62,54.8,9.5
2026-05-28,sme_seasonal,6213.42,53.0,8.6
2026-05-29,sme_seasonal,4287.92,49.6,11.2
2026-05-30,sme_seasonal,4289.91,49.2,12.1
2026-05-31,sme_seasonal,4401.3,51.0,13.8
2026-06-01,sme_seasonal,4212.07,52.0,8.6
2026-06-02,sme_seasonal,4193.35,50.7,12.9
2026-06-03,sme_seasonal,4282.56,48.1,13.8
2026-06-04,sme_seasonal,4298.89,49.1,16.4
2026-06-05,sme_seasonal,4226.26,48.2,21.6
2026-06-06,sme_seasonal,4172.73,47.7,16.4
2026-06-07,sme_seasonal,4455.8,48.6,19.0
2026-06-08,sme_seasonal,4152.85,50.1,12.1
2026-06-09,sme_seasonal,4396.78,47.8,20.7
2026-06-10,sme_seasonal,4245.34,50.0,13.8
2026-06-11,sme_seasonal,4286.47,50.5,10.3
2026-06-12,sme_seasonal,4302.02,46.3,17.2
2026-06-13,sme_seasonal,4363.36,49.4,17.2
2026-06-14,sme_seasonal,4274.4,49.4,16.4
2026-06-15,sme_seasonal,4380.06,49.6,15.5
2026-06-16,sme_seasonal,4277.65,50.5,15.5
2026-06-17,sme_seasonal,4432.27,47.0,18.1
2026-06-18,sme_seasonal,4276.57,46.9,19.8
2026-06-19,sme_seasonal,4241.34,49.4,16.4
2026-06-20,sme_seasonal,4348.31,49.8,12.1
2026-06-21,sme_seasonal,4416.25,48.4,16.4
2026-06-22,sme_seasonal,4317.06,50.3,14.7
2026-06-23,sme_seasonal,4529.52,49.7,14.7
2026-06-24,sme_seasonal,4253.16,51.1,9.5
2026-06-25,sme_seasonal,6244.27,52.0,10.3
2026-06-26,sme_seasonal,6402.48,52.7,6.9
2026-06-27,sme_seasonal,6564.14,51.8,10.3
2026-06-28,sme_seasonal,6352.84,52.6,11.2
2026-06-29,sme_seasonal,4414.4,48.0,19.8
2026-06-30,sme_seasonal,4462.43,50.4,11.2
2026-07-01,sme_seasonal,4285.57,46.8,17.2
2026-07-02,sme_seasonal,4414.98,51.3,9.5
2026-07-03,sme_seasonal,4410.65,49.1,13.8
2026-07-04,sme_seasonal,4324.95,48.3,18.1
2026-07-05,sme_seasonal,4377.8,48.4,16.4
2026-07-06,sme_seasonal,4364.3,48.7,16.4
2026-07-07,sme_seasonal,4383.9,50.1,12.9
2026-07-08,sme_seasonal,4525.17,48.3,21.6
2026-07-09,sme_seasonal,4376.42,49.9,14.7
2026-07-10,sme_seasonal,4315.07,51.7,10.3
2026-07-11,sme_seasonal,4454.05,50.5,11.2
2026-07-12,sme_seasonal,4346.46,49.9,17.2
2026-07-13,sme_seasonal,4352.96,48.5,12.9
2026-07-14,sme_seasonal,4320.91,49.7,13.8
2026-07-15,sme_seasonal,4480.31,50.0,15.5
2026-07-16,sme_seasonal,4371.27,48.5,15.5
2026-07-17,sme_seasonal,4424.0,50.5,12.1
2026-07-18,sme_seasonal,4400.88,49.2,12.9
2026-07-19,sme_seasonal,4497.15,48.1,13.8
2026-07-20,sme_seasonal,4526.88,48.1,16.4
2026-07-21,sme_seasonal,4440.94,47.9,18.1
2026-07-22,sme_seasonal,4544.58,49.3,17.2
2026-07-23,sme_seasonal,4511.12,49.9,12.1
2026-07-24,sme_seasonal,4355.49,50.2,12.1
2026-07-25,sme_seasonal,6492.42,51.8,7.8
2026-07-26,sme_seasonal,6270.36,52.3,9.5
2026-07-27,sme_seasonal,6178.26,52.6,9.5
2026-07-28,sme_seasonal,6459.17,55.3,7.8
2026-07-29,sme_seasonal,4566.38,45.5,18.1
2026-07-30,sme_seasonal,4472.43,49.7,19.8
2026-07-31,sme_seasonal,4550.2,47.9,17.2
2026-08-01,sme_seasonal,4443.64,49.1,15.5
2026-08-02,sme_seasonal,4422.04,49.1,12.9
2026-08-03,sme_seasonal,4455.92,46.8,21.6
2026-08-04,sme_seasonal,4504.64,49.3,12.1
2026-08-05,sme_seasonal,4533.75,49.2,13.8
2026-08-06,sme_seasonal,4512.58,48.9,17.2
2026-08-07,sme_seasonal,4505.3,47.1,16.4
2026-08-08,sme_seasonal,4425.13,48.6,19.0
2026-08-09,sme_seasonal,4464.27,49.5,16.4
2026-08-10,sme_seasonal,4530.87,50.2,9.5
2026-08-11,sme_seasonal,4453.7,49.5,16.4
2026-08-12,sme_seasonal,4470.54,48.6,18.1
2026-05-15,sme_distressed,1181.08,29.0,67.0
2026-05-16,sme_distressed,1208.33,29.3,65.0
2026-05-17,sme_distressed,1188.9,26.4,82.0
2026-05-18,sme_distressed,1214.08,29.1,75.0
2026-05-19,sme_distressed,1196.83,30.3,64.0
2026-05-20,sme_distressed,1189.56,28.6,66.0
2026-05-21,sme_distressed,1155.36,28.3,71.0
2026-05-22,sme_distressed,1183.43,28.0,73.0
2026-05-23,sme_distressed,1179.65,27.5,71.0
2026-05-24,sme_distressed,1195.48,28.5,71.0
2026-05-25,sme_distressed,3262.4,45.8,20.0
2026-05-26,sme_distressed,3146.81,44.8,24.0
2026-05-27,sme_distressed,2858.12,43.6,22.0
2026-05-28,sme_distressed,3141.58,45.2,20.0
2026-05-29,sme_distressed,1179.46,29.3,68.0
2026-05-30,sme_distressed,1196.29,29.7,63.0
2026-05-31,sme_distressed,1196.37,26.7,81.0
2026-06-01,sme_distressed,1133.72,28.1,76.0
2026-06-02,sme_distressed,1183.47,27.6,71.0
2026-06-03,sme_distressed,1241.38,30.4,62.0
2026-06-04,sme_distressed,1180.26,27.1,76.0
2026-06-05,sme_distressed,1253.41,27.2,78.0
2026-06-06,sme_distressed,1199.38,28.2,77.0
2026-06-07,sme_distressed,1201.28,28.8,68.0
2026-06-08,sme_distressed,1226.58,27.0,75.0
2026-06-09,sme_distressed,1230.89,28.7,62.0
2026-06-10,sme_distressed,1232.32,28.9,74.0
2026-06-11,sme_distressed,1255.49,29.7,70.0
2026-06-12,sme_distressed,1235.64,28.5,71.0
2026-06-13,sme_distressed,1240.76,28.7,75.0
2026-06-14,sme_distressed,1212.07,29.3,67.0
2026-06-15,sme_distressed,1235.46,26.5,71.0
2026-06-16,sme_distressed,1249.03,28.9,70.0
2026-06-17,sme_distressed,1236.16,28.1,73.0
2026-06-18,sme_distressed,1263.24,29.5,68.0
2026-06-19,sme_distressed,1209.39,27.2,73.0
2026-06-20,sme_distressed,1257.4,28.0,69.0
2026-06-21,sme_distressed,1246.42,27.7,73.0
2026-06-22,sme_distressed,1273.08,28.0,71.0
2026-06-23,sme_distressed,1193.88,30.5,64.0
2026-06-24,sme_distressed,1259.36,29.4,74.0
2026-06-25,sme_distressed,3156.49,42.9,29.0
2026-06-26,sme_distressed,3128.2,46.1,16.0
2026-06-27,sme_distressed,3122.3,43.2,20.0
2026-06-28,sme_distressed,3128.98,46.0,19.0
2026-06-29,sme_distressed,1251.4,29.2,66.0
2026-06-30,sme_distressed,1199.81,28.3,68.0
2026-07-01,sme_distressed,1232.9,29.3,68.0
2026-07-02,sme_distressed,1198.74,27.1,81.0
2026-07-03,sme_distressed,1215.45,28.4,75.0
2026-07-04,sme_distressed,1190.38,30.7,60.0
2026-07-05,sme_distressed,1227.32,29.2,68.0
2026-07-06,sme_distressed,1285.24,28.0,70.0
2026-07-07,sme_distressed,1194.28,28.7,66.0
2026-07-08,sme_distressed,1236.05,29.0,73.0
2026-07-09,sme_distressed,1209.78,30.3,63.0
2026-07-10,sme_distressed,1274.78,29.9,67.0
2026-07-11,sme_distressed,1212.01,28.4,74.0
2026-07-12,sme_distressed,1275.14,27.3,70.0
2026-07-13,sme_distressed,1253.62,29.1,68.0
2026-07-14,sme_distressed,1256.52,28.8,68.0
2026-07-15,sme_distressed,1282.22,28.1,70.0
2026-07-16,sme_distressed,1263.97,29.3,68.0
2026-07-17,sme_distressed,1250.49,29.4,69.0
2026-07-18,sme_distressed,1347.17,28.3,68.0
2026-07-19,sme_distressed,1289.62,28.4,72.0
2026-07-20,sme_distressed,1284.0,29.0,70.0
2026-07-21,sme_distressed,1279.04,28.1,73.0
2026-07-22,sme_distressed,1305.71,29.3,69.0
2026-07-23,sme_distressed,1339.42,29.1,72.0
2026-07-24,sme_distressed,1293.81,30.0,65.0
2026-07-25,sme_distressed,3163.0,44.8,22.0
2026-07-26,sme_distressed,3256.25,44.9,20.0
2026-07-27,sme_distressed,3204.58,46.6,18.0
2026-07-28,sme_distressed,3188.68,43.8,28.0
2026-07-29,sme_distressed,1316.01,28.5,67.0
2026-07-30,sme_distressed,1283.06,26.4,73.0
2026-07-31,sme_distressed,1315.39,29.2,72.0
2026-08-01,sme_distressed,1267.64,27.8,75.0
2026-08-02,sme_distressed,1354.46,29.1,69.0
2026-08-03,sme_distressed,1323.28,29.0,69.0
2026-08-04,sme_distressed,1351.82,28.3,71.0
2026-08-05,sme_distressed,1371.38,29.3,71.0
2026-08-06,sme_distressed,1347.39,28.7,71.0
2026-08-07,sme_distressed,1355.4,29.1,68.0
2026-08-08,sme_distressed,1329.88,30.5,67.0
2026-08-09,sme_distressed,1344.47,28.6,71.0
2026-08-10,sme_distressed,1385.87,29.4,70.0
2026-08-11,sme_distressed,1324.8,29.3,68.0
2026-08-12,sme_distressed,1335.88,29.0,70.0
