customer_id,segment,forecast_fhs_day14,forecast_fhs_day30,fhs_trend,overdraft_days,min_forecast_balance,n_anomalies
NW000417,stretched_salaried,40.5,35.4,-9.6,0,2244.58,0
NW000418,stretched_salaried,8.7,10.8,1.9,0,978.78,0
NW000419,young_professional,38.7,27.5,-12.1,0,3775.17,0
NW000420,near_retiree,52.3,47.8,-11.1,0,9953.88,0
NW000421,sme_seasonal,59.1,50.2,-11.7,0,8101.3,0
NW000422,sme_seasonal,25.3,15.3,-14.8,0,3044.74,0
NW000423,stable_salaried,64.9,70.5,-1.9,0,6965.9,0
NW000424,freelancer,17.1,25.4,1.6,0,1086.56,0
NW000425,stable_salaried,72.6,64.5,-9.8,0,7009.71,0
NW000426,freelancer,60.3,59.3,-9.3,0,1926.0,0
NW000427,gig_worker,35.6,37.2,-0.5,0,4742.69,0
NW000428,sme_seasonal,43.5,31.2,-13.5,0,3778.81,0
NW000429,gig_worker,42.9,38.7,-8.7,0,3533.32,0
NW000430,stable_salaried,68.7,83.4,1.9,0,7198.03,0
NW000431,stable_salaried,61.8,53.1,-7.9,0,8804.06,0
NW000432,near_retiree,71.7,72.4,-5.5,0,11005.72,0
NW000433,young_professional,73.1,59.7,-12.4,0,1856.79,0
NW000434,stable_salaried,65.3,74.9,0.7,0,7324.31,0
NW000435,stable_salaried,73.7,70.1,-3.7,0,7847.25,0
NW000436,near_retiree,55.6,48.6,-10.4,0,14119.61,0
NW000437,stable_salaried,76.0,73.1,-1.8,0,8376.82,0
NW000438,sme_seasonal,45.7,26.1,-19.1,0,3293.97,0
NW000439,near_retiree,74.2,78.0,2.0,0,7167.38,0
NW000440,stable_salaried,68.5,62.1,-7.4,0,8901.59,0
NW000441,stable_salaried,72.5,47.7,-18.3,0,7852.52,0
NW000442,sme_distressed,46.5,35.3,-11.1,26,340.73,0
NW000443,gig_worker,41.0,29.8,-13.3,0,1475.92,0
NW000444,gig_worker,54.0,60.3,-5.4,0,2245.76,0
NW000445,sme_seasonal,58.2,55.7,-1.4,0,5487.06,1
NW000446,sme_distressed,19.3,13.4,-6.4,6,519.22,0
NW000447,sme_distressed,47.4,27.9,-8.3,0,1319.1,1
NW000448,near_retiree,63.4,60.9,-3.4,0,18669.12,0
NW000449,gig_worker,50.7,37.8,-9.9,0,3380.59,0
NW000450,stable_salaried,67.3,79.0,2.3,0,7629.01,0
NW000451,near_retiree,65.1,72.1,4.7,0,13792.66,0
NW000452,freelancer,58.0,64.4,0.8,0,1637.35,0
NW000453,gig_worker,35.4,34.7,-2.4,0,1224.68,1
NW000454,sme_distressed,4.5,14.2,-3.0,0,1272.25,0
NW000455,stable_salaried,69.6,66.3,-8.6,0,7633.09,0
NW000456,freelancer,44.3,42.1,-5.3,0,5942.46,0
NW000457,stable_salaried,76.9,69.4,-10.2,0,10682.05,0
NW000458,gig_worker,37.6,25.0,-16.4,7,365.7,0
NW000459,stable_salaried,71.6,69.9,-3.1,0,8697.33,0
NW000460,stable_salaried,66.3,61.9,-7.5,0,7599.57,0
NW000461,stable_salaried,57.8,53.0,-11.9,0,8902.17,0
NW000462,young_professional,75.1,66.5,-9.3,0,2463.44,0
NW000463,near_retiree,74.3,78.9,-3.1,0,15846.99,0
NW000464,young_professional,52.0,48.8,-9.2,0,3145.9,0
NW000465,sme_distressed,24.8,26.4,-0.1,17,372.23,1
NW000466,gig_worker,26.9,22.6,-1.6,28,81.94,0
NW000467,stretched_salaried,45.4,43.5,-2.0,0,2906.51,0
NW000468,sme_seasonal,58.5,71.2,6.8,0,3939.63,0
NW000469,stretched_salaried,46.9,41.9,-10.4,0,3285.16,0
NW000470,sme_distressed,29.7,26.3,-6.9,30,-158.0,0
NW000471,stable_salaried,89.5,75.8,-13.2,0,6477.1,0
NW000472,sme_distressed,28.2,31.1,3.1,0,2703.27,1
NW000473,stable_salaried,56.2,54.9,-1.7,0,8255.39,0
NW000474,sme_seasonal,39.5,35.3,-6.7,0,6598.56,0
NW000475,freelancer,33.5,41.2,2.4,0,6890.5,0
NW000476,sme_distressed,21.9,13.3,-15.1,0,1246.82,1
NW000477,stable_salaried,76.2,80.8,-3.7,0,7991.6,0
NW000478,freelancer,36.8,33.3,-6.5,0,3340.84,0
NW000479,sme_distressed,4.1,0.0,-7.2,0,729.64,0
NW000480,freelancer,61.3,60.1,0.5,0,3321.85,1
NW000481,young_professional,51.5,53.2,0.2,0,3708.17,0
NW000482,young_professional,43.7,47.4,-0.8,0,3207.87,0
NW000483,gig_worker,34.3,36.1,-4.8,0,899.27,0
NW000484,young_professional,71.0,64.8,-2.0,0,3837.67,0
NW000485,young_professional,46.7,50.3,-3.6,0,2554.46,0
NW000486,sme_distressed,40.0,18.5,-16.1,30,-217.16,0
NW000487,stable_salaried,59.9,55.5,-7.5,0,7263.91,0
NW000488,stretched_salaried,6.4,15.3,1.4,0,2606.61,0
NW000489,sme_distressed,22.9,19.9,-1.6,0,972.92,0
NW000490,sme_seasonal,31.0,28.7,-0.8,0,1146.26,0
NW000491,gig_worker,72.2,74.7,1.1,0,2389.86,0
NW000492,young_professional,45.6,46.6,-3.6,0,1995.7,0
NW000493,stretched_salaried,22.6,16.5,-14.5,0,2211.47,0
NW000494,stable_salaried,80.7,86.6,2.9,0,7149.29,0
NW000495,gig_worker,34.1,27.7,-5.2,0,3080.07,0
NW000496,gig_worker,50.9,50.5,-3.2,0,1035.03,0
NW000497,young_professional,60.1,63.5,-4.7,0,3853.18,0
NW000498,stable_salaried,75.7,66.9,-10.5,0,10502.59,0
NW000499,sme_distressed,21.7,18.6,-5.3,0,2599.59,0
NW000500,sme_distressed,9.0,6.2,-2.0,0,719.38,0
NW000501,young_professional,36.2,33.8,-7.3,0,4514.01,0
NW000502,freelancer,54.8,49.1,-6.0,0,5757.81,0
NW000503,stretched_salaried,50.5,54.8,1.1,29,146.28,0
NW000504,sme_seasonal,50.9,56.2,-6.2,0,2872.56,0
NW000505,young_professional,35.8,27.1,-9.9,0,2261.62,0
NW000506,stable_salaried,76.5,70.3,-6.8,0,8820.45,0
NW000507,sme_distressed,36.2,40.5,-4.3,0,822.6,0
NW000508,sme_seasonal,58.3,38.2,-16.6,7,386.8,0
NW000509,sme_distressed,23.7,21.4,-9.1,1,658.78,0
NW000510,near_retiree,92.9,80.5,-5.9,0,9809.8,0
NW000511,young_professional,44.0,37.7,-10.2,0,4128.43,0
NW000512,gig_worker,65.3,60.8,-6.8,0,1052.13,1
NW000513,sme_distressed,32.8,25.5,-11.4,0,1115.01,0
NW000514,sme_seasonal,42.8,37.6,-10.4,0,2177.0,0
NW000515,stable_salaried,70.5,73.3,-6.6,0,9247.46,0
NW000516,stable_salaried,60.8,64.6,-1.8,0,8401.8,0
NW000517,gig_worker,34.3,24.5,-6.3,16,281.91,1
NW000518,sme_seasonal,42.5,49.2,-2.8,0,4579.98,0
NW000519,sme_distressed,36.8,34.3,2.5,0,1833.21,0
NW000520,stable_salaried,89.0,84.1,-6.2,0,7452.04,0
NW000521,young_professional,64.0,66.9,3.4,0,2295.64,0
NW000522,gig_worker,22.2,16.8,-11.6,0,4398.29,0
NW000523,sme_distressed,37.5,37.0,-1.7,0,1391.52,1
NW000524,sme_seasonal,48.4,54.7,1.2,0,8287.46,0
NW000525,sme_seasonal,34.7,30.3,-11.4,0,3370.66,0
NW000526,gig_worker,37.0,41.0,-0.1,0,2698.07,0
NW000527,gig_worker,45.3,49.3,1.6,0,852.57,1
NW000528,stretched_salaried,22.4,18.1,-9.7,0,1815.17,0
NW000529,stable_salaried,71.7,57.0,-12.5,0,7977.8,0
NW000530,sme_seasonal,41.8,29.2,-10.7,0,4466.66,0
NW000531,sme_seasonal,36.8,29.1,-9.3,0,3885.53,0
NW000532,sme_distressed,18.4,26.0,-2.4,30,-318.87,2
NW000533,sme_distressed,17.7,27.6,2.1,0,1083.99,0
NW000534,freelancer,32.7,32.9,-4.2,0,3630.96,0
NW000535,near_retiree,76.5,67.5,-8.5,0,23294.84,0
NW000536,sme_distressed,43.4,45.1,5.8,0,828.81,0
NW000537,sme_seasonal,53.2,62.0,6.2,0,10094.82,0
NW000538,stretched_salaried,54.4,52.1,-5.7,0,1832.51,1
NW000539,gig_worker,43.2,38.8,-3.0,1,566.02,0
NW000540,stable_salaried,59.3,60.1,-5.5,0,8767.64,0
NW000541,sme_distressed,43.0,43.7,-1.5,0,2029.1,0
NW000542,young_professional,44.3,44.0,-3.7,0,1016.02,0
NW000543,stretched_salaried,23.4,31.9,1.4,0,2043.41,1
NW000544,young_professional,32.1,33.2,-0.8,0,2152.38,0
NW000545,young_professional,43.7,30.1,-17.6,0,2791.39,0
NW000546,gig_worker,26.5,21.0,-11.4,0,3584.3,1
NW000547,stable_salaried,77.5,72.7,-0.3,0,9531.5,0
NW000548,young_professional,55.8,56.6,-6.8,0,4932.9,1
NW000549,freelancer,55.9,61.7,1.6,0,1100.96,0
NW000550,near_retiree,88.9,82.1,-8.0,0,17760.57,0
NW000551,freelancer,79.8,81.3,-3.2,0,3405.81,0
NW000552,sme_seasonal,60.5,53.4,-12.0,0,5518.89,0
NW000553,freelancer,33.3,27.3,-8.2,1,656.97,0
NW000554,freelancer,46.8,62.8,7.0,0,3489.84,0
NW000555,sme_seasonal,36.1,35.8,-1.2,0,5215.19,0
NW000556,gig_worker,41.5,47.7,-4.1,0,2208.63,0
NW000557,stable_salaried,81.4,86.0,-0.2,0,8465.25,0
NW000558,stable_salaried,64.1,79.1,1.9,0,8582.97,0
NW000559,near_retiree,60.7,50.3,-16.2,0,25311.47,0
NW000560,young_professional,46.7,46.5,-5.1,0,2595.02,0
NW000561,near_retiree,69.5,86.3,9.5,0,8888.55,0
NW000562,stretched_salaried,41.6,41.4,1.9,1,640.55,0
NW000563,stable_salaried,84.3,77.7,-1.8,0,8012.13,0
NW000564,stable_salaried,70.0,69.6,-7.1,0,8067.22,0
NW000565,gig_worker,35.7,35.5,-2.9,0,5795.75,0
NW000566,young_professional,45.3,46.7,-5.7,0,3045.16,0
NW000567,gig_worker,33.1,40.0,-4.0,0,2327.22,0
NW000568,gig_worker,16.5,24.5,3.3,0,1936.26,0
NW000569,sme_distressed,34.0,34.8,-1.8,0,747.14,0
NW000570,stretched_salaried,28.9,26.1,-8.9,0,1930.33,0
NW000571,freelancer,54.0,47.2,-10.4,0,5577.4,0
NW000572,sme_seasonal,24.8,20.4,-5.3,0,1422.05,0
NW000573,gig_worker,39.0,26.8,-11.1,0,2926.56,0
NW000574,young_professional,59.5,56.9,-0.7,0,1705.39,0
NW000575,sme_seasonal,31.6,28.0,-6.6,0,1910.3,0
NW000576,sme_distressed,14.2,4.4,-15.1,15,398.1,0
NW000577,stable_salaried,56.7,54.5,-8.8,0,8111.84,0
NW000578,sme_distressed,20.2,8.2,-19.6,30,5.39,0
NW000579,freelancer,59.5,58.4,-3.6,0,2739.61,0
NW000580,stretched_salaried,49.5,39.3,-9.7,0,722.95,1
NW000581,gig_worker,21.6,25.0,1.7,0,2396.48,0
NW000582,sme_distressed,31.6,37.8,4.4,3,429.47,0
NW000583,freelancer,45.4,43.9,-5.9,0,4469.51,0
NW000584,stretched_salaried,38.7,33.2,-6.6,0,857.48,0
NW000585,young_professional,39.8,44.7,2.3,0,1349.35,0
NW000586,stretched_salaried,19.1,23.8,-2.1,0,3190.61,0
NW000587,stable_salaried,77.4,75.0,-4.2,0,9761.79,0
NW000588,stable_salaried,74.2,79.6,-1.0,0,10124.85,0
NW000589,stable_salaried,71.9,69.2,-4.5,0,7424.72,0
NW000590,stable_salaried,83.3,86.2,-2.4,0,8371.57,0
NW000591,stable_salaried,64.0,69.7,-3.7,0,9761.1,0
NW000592,young_professional,58.4,55.0,-9.0,0,2624.69,0
NW000593,stable_salaried,70.3,66.7,-7.5,0,8653.22,0
NW000594,stretched_salaried,35.8,25.0,-9.6,0,1813.75,1
NW000595,sme_seasonal,56.6,54.7,-2.4,0,3679.46,0
NW000596,freelancer,24.9,28.1,-5.4,0,4487.71,0
NW000597,young_professional,52.6,51.9,-6.9,0,2039.23,1
NW000598,stable_salaried,70.2,77.5,5.9,0,8615.97,0
NW000599,stable_salaried,62.2,57.2,-12.0,0,7020.7,0
NW000600,stable_salaried,65.7,59.0,-5.8,0,7159.6,0
NW000601,stable_salaried,70.3,59.0,-13.9,0,7722.03,0
NW000602,stretched_salaried,22.9,19.9,-6.7,30,15.96,0
NW000603,stable_salaried,66.2,64.9,-6.0,0,8890.42,0
NW000604,stable_salaried,73.7,80.3,-2.8,0,8885.93,0
NW000605,stable_salaried,62.9,61.0,-4.7,0,8981.34,0
NW000606,gig_worker,39.6,41.4,0.4,0,993.28,0
NW000607,stretched_salaried,22.7,8.4,-14.3,0,2130.42,0
NW000608,gig_worker,67.6,66.7,-3.4,0,3900.83,0
NW000609,freelancer,50.4,54.8,1.7,0,5187.23,0
NW000610,young_professional,54.3,54.3,-4.9,0,1005.51,0
NW000611,stable_salaried,65.4,76.1,4.4,0,8785.45,0
NW000612,sme_seasonal,64.8,57.5,-8.4,0,4153.35,0
NW000613,young_professional,49.5,50.8,-0.1,0,3692.97,0
NW000614,stable_salaried,88.1,89.7,4.9,0,8144.07,0
NW000615,sme_seasonal,33.9,39.7,-4.4,0,3114.17,0
NW000616,sme_distressed,29.2,34.9,2.0,0,2441.08,0
NW000617,stable_salaried,67.7,59.0,-6.3,0,7285.44,0
NW000618,stretched_salaried,59.2,49.9,-5.6,0,3152.63,0
NW000619,sme_seasonal,51.6,49.7,1.3,0,4202.29,0
NW000620,near_retiree,80.6,63.0,-12.6,0,25077.17,0
NW000621,stable_salaried,77.0,74.5,-5.1,0,7200.35,0
NW000622,stretched_salaried,5.3,2.7,-5.3,0,2056.07,2
NW000623,gig_worker,15.0,11.9,-4.9,0,2649.4,0
NW000624,freelancer,43.4,37.4,-3.1,0,5366.13,0
NW000625,young_professional,46.8,48.0,-3.3,0,912.38,0
NW000626,gig_worker,46.2,38.4,-4.5,0,1391.44,0
NW000627,gig_worker,21.3,32.8,0.3,0,3052.17,0
NW000628,near_retiree,63.6,61.9,-3.5,0,16772.61,0
NW000629,stable_salaried,64.9,60.0,-13.7,0,7040.53,0
NW000630,stretched_salaried,49.6,51.6,-6.5,0,2827.16,1
NW000631,near_retiree,85.9,83.2,-3.4,0,10215.48,0
NW000632,sme_seasonal,56.4,50.9,-4.1,0,4742.05,0
NW000633,freelancer,54.3,53.6,1.5,0,3309.83,0
NW000634,freelancer,33.5,33.9,-6.1,0,1867.43,0
NW000635,stable_salaried,71.8,66.1,-3.7,0,6809.04,0
NW000636,gig_worker,15.2,23.8,-0.2,1,600.3,0
NW000637,freelancer,32.0,27.6,-7.4,30,-914.3,0
NW000638,stretched_salaried,35.0,24.5,-9.4,0,3550.66,0
NW000639,stretched_salaried,26.6,26.7,-4.5,0,1166.27,0
NW000640,gig_worker,28.6,21.1,-6.9,0,2091.06,1
NW000641,stable_salaried,72.9,65.8,-4.5,0,8363.29,0
NW000642,stretched_salaried,32.4,25.4,-13.8,0,2182.02,1
NW000643,stretched_salaried,27.8,30.0,1.2,30,-325.7,0
NW000644,stretched_salaried,52.9,50.0,-1.7,0,1290.53,0
NW000645,stable_salaried,74.3,70.3,-4.1,0,8098.22,0
NW000646,sme_seasonal,52.0,39.6,-14.3,0,4071.32,0
NW000647,young_professional,50.7,55.1,-0.6,0,4975.74,0
NW000648,young_professional,65.7,68.9,6.3,0,3580.44,0
NW000649,sme_seasonal,69.9,56.3,-15.9,0,1902.82,0
NW000650,freelancer,36.7,39.1,1.5,9,287.91,1
NW000651,stable_salaried,74.0,78.8,-0.1,0,8918.49,0
NW000652,freelancer,63.1,64.4,-0.8,0,1469.81,0
NW000653,young_professional,68.9,59.1,-12.6,0,2615.84,0
NW000654,near_retiree,81.5,82.8,-0.8,0,11503.26,0
NW000655,gig_worker,40.3,48.6,4.2,0,2293.62,0
NW000656,stable_salaried,41.5,38.0,-12.0,0,7466.61,0
NW000657,stretched_salaried,33.3,37.8,1.5,1,628.82,0
NW000658,gig_worker,33.9,37.7,-3.0,0,2125.15,0
NW000659,young_professional,52.4,44.9,-9.9,0,4199.9,0
NW000660,young_professional,44.9,48.0,-3.9,0,1730.53,0
NW000661,gig_worker,30.5,18.6,-14.7,12,324.36,1
NW000662,sme_distressed,15.5,14.8,-5.3,0,1390.33,0
NW000663,young_professional,51.4,49.2,-7.1,0,4567.45,1
NW000664,stretched_salaried,42.5,37.4,-4.5,0,1567.99,0
NW000665,stable_salaried,84.1,82.5,-5.9,0,10470.51,0
NW000666,stable_salaried,89.9,79.8,-11.4,0,7640.27,0
NW000667,stretched_salaried,36.5,33.4,-9.4,0,1390.62,0
NW000668,stable_salaried,69.3,68.0,-4.6,0,10378.25,0
NW000669,stable_salaried,60.4,50.7,-11.3,0,5752.08,0
NW000670,stretched_salaried,26.5,39.1,3.2,30,-240.6,0
NW000671,stable_salaried,70.4,77.8,10.8,0,9810.87,0
NW000672,sme_seasonal,41.6,42.1,-4.5,0,8683.84,0
NW000673,stable_salaried,70.4,65.1,-5.3,0,9037.35,0
NW000674,freelancer,25.9,39.0,1.6,0,1769.88,0
NW000675,gig_worker,46.8,44.7,1.3,30,-361.02,0
NW000676,sme_distressed,19.9,8.9,-7.6,0,1832.22,0
NW000677,stable_salaried,61.4,67.5,-4.5,0,6407.7,0
NW000678,gig_worker,11.8,14.3,-6.8,0,1346.82,1
NW000679,sme_distressed,30.0,27.9,-6.5,0,1276.41,0
NW000680,sme_seasonal,51.5,61.2,9.2,0,5423.41,0
NW000681,sme_seasonal,30.8,30.9,3.7,0,7985.98,0
NW000682,stretched_salaried,39.0,42.8,-4.2,5,508.04,0
NW000683,stable_salaried,67.3,66.8,-0.7,0,9234.94,0
NW000684,young_professional,59.0,53.1,-7.7,0,3390.97,0
NW000685,sme_distressed,51.5,54.3,2.1,0,1475.96,0
NW000686,freelancer,62.6,56.2,-6.6,21,93.12,0
NW000687,young_professional,60.4,55.0,-6.5,0,3586.59,0
NW000688,stretched_salaried,30.5,33.8,-4.7,0,953.81,0
NW000689,near_retiree,70.0,76.1,-3.1,0,19070.56,0
NW000690,stable_salaried,76.9,59.1,-14.3,0,8847.91,0
NW000691,stretched_salaried,24.1,19.4,-15.0,0,3728.79,0
NW000692,gig_worker,59.9,60.6,-1.7,4,451.02,1
NW000693,freelancer,36.6,37.9,-9.0,0,1934.84,0
NW000694,stretched_salaried,27.0,22.9,-9.7,0,2002.66,0
NW000695,stable_salaried,64.8,71.2,0.5,0,9990.66,0
NW000696,young_professional,56.3,54.7,-5.6,0,1473.39,0
NW000697,stretched_salaried,42.7,48.8,0.8,0,2695.28,0
NW000698,young_professional,34.6,27.0,-7.1,0,3559.16,0
NW000699,stable_salaried,78.4,79.8,1.7,0,8568.57,0
NW000700,freelancer,59.6,64.4,-0.8,0,3648.62,0
NW000701,freelancer,61.1,49.3,-8.9,0,4200.89,0
NW000702,stable_salaried,78.4,73.7,-6.7,0,9622.69,0
NW000703,stretched_salaried,49.8,54.3,-4.6,0,2224.34,0
NW000704,stable_salaried,64.4,63.6,-9.9,0,7867.53,0
NW000705,stable_salaried,71.0,53.8,-16.7,0,6766.31,0
NW000706,sme_distressed,16.2,13.8,-9.3,0,1790.78,0
NW000707,stretched_salaried,32.2,27.6,-11.6,0,2936.13,0
NW000708,sme_seasonal,54.3,54.4,0.3,0,5060.16,0
NW000709,stretched_salaried,44.4,39.2,-5.0,0,702.75,0
NW000710,young_professional,72.4,66.8,-8.2,0,3362.28,0
NW000711,near_retiree,49.6,64.4,1.4,0,11567.88,0
NW000712,young_professional,47.9,39.8,-6.5,0,4948.03,0
NW000713,freelancer,39.3,42.0,-0.3,0,3881.52,0
NW000714,gig_worker,32.9,7.3,-28.3,30,-637.49,0
NW000715,stretched_salaried,27.5,31.6,-4.4,30,-421.13,0
NW000716,sme_distressed,16.3,11.8,-6.7,28,150.29,0
NW000717,sme_seasonal,24.5,41.3,7.5,0,5381.34,0
NW000718,sme_distressed,18.4,20.0,-4.4,0,1619.82,1
NW000719,stable_salaried,71.7,66.3,-10.9,0,8165.78,0
NW000720,near_retiree,73.5,72.1,-4.9,0,17434.5,0
NW000721,sme_distressed,15.5,11.5,-4.9,0,833.59,0
NW000722,stable_salaried,62.3,64.0,-7.3,0,6266.29,0
NW000723,stable_salaried,64.3,60.7,-7.9,0,8336.53,0
NW000724,near_retiree,82.7,93.3,2.1,0,19541.6,0
NW000725,young_professional,27.0,25.0,-12.6,0,2225.88,0
NW000726,sme_seasonal,38.8,28.1,-11.4,0,4872.77,0
NW000727,stable_salaried,62.7,69.6,-2.7,0,10849.4,0
NW000728,sme_seasonal,58.0,53.3,-9.0,0,2527.28,0
NW000729,stretched_salaried,29.2,31.4,-2.7,0,1200.62,0
NW000730,stable_salaried,76.5,72.2,-8.8,0,9412.45,0
NW000731,stable_salaried,79.4,72.8,-7.4,0,9297.78,0
NW000732,sme_seasonal,34.7,37.2,-3.7,0,4117.61,0
NW000733,young_professional,69.0,77.2,8.1,0,3429.6,0
NW000734,freelancer,40.4,47.9,7.5,13,192.54,0
NW000735,gig_worker,53.0,56.9,0.9,0,2054.9,0
NW000736,sme_seasonal,51.2,57.7,-0.2,0,2703.35,0
NW000737,gig_worker,34.4,41.9,3.6,0,2887.97,0
NW000738,sme_seasonal,25.7,20.1,-5.6,0,8051.05,0
NW000739,gig_worker,37.3,33.9,-11.3,30,-344.98,1
NW000740,gig_worker,27.6,28.2,-3.2,0,1661.81,1
NW000741,gig_worker,21.2,14.9,-11.7,0,1462.92,0
NW000742,stretched_salaried,41.8,44.0,-2.0,0,939.37,0
NW000743,near_retiree,97.4,85.0,-1.7,0,13665.29,0
NW000744,freelancer,28.9,27.6,-11.2,0,7187.02,0
NW000745,stretched_salaried,28.7,18.6,-5.9,0,2607.66,1
NW000746,sme_seasonal,41.5,32.2,-11.6,0,4197.46,0
NW000747,gig_worker,38.6,33.9,-4.6,0,1102.14,0
NW000748,freelancer,53.9,50.5,-2.0,0,3525.22,0
NW000749,sme_distressed,31.2,22.1,-6.9,30,-249.64,0
NW000750,young_professional,49.4,39.1,-19.1,0,3747.79,0
NW000751,stable_salaried,79.6,82.4,-1.5,0,5924.12,0
NW000752,sme_distressed,20.2,10.9,-9.5,0,1054.7,0
NW000753,young_professional,70.5,69.5,-6.4,0,1528.27,0
NW000754,stretched_salaried,28.1,15.9,-13.7,0,4990.16,0
NW000755,stable_salaried,72.0,84.3,8.7,0,6741.63,0
NW000756,sme_seasonal,57.0,63.3,2.0,0,3128.27,0
NW000757,young_professional,67.5,50.0,-17.3,0,2508.58,0
NW000758,freelancer,47.0,48.4,-8.2,0,7634.05,0
NW000759,sme_seasonal,56.2,50.2,-5.3,0,3324.32,0
NW000760,sme_seasonal,45.5,46.7,-5.0,0,7057.4,0
NW000761,stable_salaried,71.2,67.1,-9.8,0,9212.03,1
NW000762,stretched_salaried,22.2,30.7,0.6,0,1390.26,0
NW000763,stretched_salaried,34.1,26.5,-8.0,0,969.73,0
NW000764,near_retiree,60.5,43.5,-17.8,0,14744.44,1
NW000765,stable_salaried,90.1,86.7,-6.5,0,8588.27,0
NW000766,freelancer,55.4,50.0,-4.6,0,2108.86,0
NW000767,near_retiree,68.9,74.9,1.0,0,8720.55,0
NW000768,sme_seasonal,58.4,65.8,3.2,0,3698.93,0
NW000769,stretched_salaried,45.8,47.2,-1.3,30,-65.82,0
NW000770,sme_seasonal,80.2,65.1,-12.2,0,4278.99,0
NW000771,stable_salaried,69.0,69.7,-0.0,0,7847.21,0
NW000772,sme_seasonal,40.3,46.0,0.0,0,4108.28,0
NW000773,stable_salaried,68.5,66.1,-4.5,0,8159.74,0
NW000774,gig_worker,62.2,67.5,4.7,0,767.98,0
NW000775,sme_seasonal,37.0,39.2,-6.5,0,2155.22,0
NW000776,stable_salaried,53.8,50.0,-10.0,0,7783.62,1
NW000777,stretched_salaried,44.7,51.6,3.9,0,1069.49,1
NW000778,near_retiree,56.9,64.7,0.0,0,9476.21,0
NW000779,near_retiree,80.0,69.5,-10.2,0,18516.54,0
NW000780,young_professional,51.8,64.2,2.6,0,940.7,0
NW000781,young_professional,38.7,32.9,-11.9,0,3340.57,0
NW000782,freelancer,68.2,60.9,-4.7,0,3645.96,0
NW000783,stretched_salaried,53.8,55.2,-3.9,0,1343.04,0
NW000784,stretched_salaried,33.9,37.7,-5.7,0,1913.89,0
NW000785,stable_salaried,79.8,77.6,-1.6,0,8441.54,0
NW000786,sme_distressed,27.8,25.4,-4.5,19,378.39,0
NW000787,young_professional,57.2,53.1,-4.7,0,4521.57,0
NW000788,gig_worker,46.4,36.2,-12.6,6,353.24,1
NW000789,gig_worker,54.9,57.1,-3.9,0,3633.04,1
NW000790,sme_distressed,37.5,44.4,5.3,0,813.89,1
NW000791,stable_salaried,63.6,62.0,-2.7,0,7065.14,0
NW000792,young_professional,55.3,45.5,-14.5,0,1243.51,0
NW000793,freelancer,52.2,54.6,-3.3,0,930.48,0
NW000794,young_professional,46.7,44.8,-10.0,0,4058.0,0
NW000795,stable_salaried,83.2,92.3,6.4,0,7410.57,0
NW000796,sme_seasonal,65.1,67.7,-4.9,0,6318.66,0
NW000797,sme_distressed,19.8,9.2,-10.7,0,1899.99,0
NW000798,freelancer,51.7,53.1,-0.5,0,3740.94,0
NW000799,young_professional,51.4,51.5,-4.7,0,2830.35,0
NW000800,sme_distressed,18.2,3.4,-16.3,0,1875.17,1
NW000801,near_retiree,72.2,72.0,1.9,0,11973.79,0
NW000802,stable_salaried,53.1,57.1,-1.0,0,7069.18,0
NW000803,young_professional,37.5,42.8,-2.0,0,3241.11,0
NW000804,young_professional,53.5,45.2,-7.7,0,3292.67,0
NW000805,gig_worker,36.7,40.8,-3.6,0,2488.34,1
NW000806,near_retiree,61.7,54.4,-8.7,0,15841.59,0
NW000807,sme_distressed,19.1,20.0,1.8,0,1414.47,0
NW000808,sme_distressed,40.0,27.4,-11.1,0,2482.39,0
NW000809,gig_worker,40.0,33.7,-15.5,0,2314.14,0
NW000810,stable_salaried,73.2,70.9,-9.0,0,9170.68,0
NW000811,sme_distressed,38.2,43.6,2.1,0,1562.32,1
NW000812,sme_seasonal,53.1,49.0,-7.2,30,-523.17,0
NW000813,stable_salaried,76.5,73.0,-4.5,0,8779.82,0
NW000814,sme_distressed,42.1,42.0,-1.1,30,-654.89,0
NW000815,sme_seasonal,53.3,49.3,-10.7,0,1709.59,0
NW000816,freelancer,37.8,30.8,-4.2,0,2119.55,0
NW000817,young_professional,32.7,34.0,-5.2,0,2345.1,0
NW000818,gig_worker,49.2,51.6,-0.0,0,2834.68,0
NW000819,stable_salaried,57.9,56.7,-9.3,0,8075.57,0
NW000820,stretched_salaried,55.2,62.2,1.7,0,1692.36,0
NW000821,sme_seasonal,65.1,58.8,-4.4,0,7475.44,0
NW000822,stable_salaried,81.9,75.8,-5.5,0,8531.12,0
NW000823,stretched_salaried,20.3,19.7,-7.5,0,659.84,1
NW000824,gig_worker,15.8,3.4,-11.6,0,952.76,0
NW000825,freelancer,22.0,27.4,0.1,0,2882.52,0
NW000826,sme_distressed,0.0,2.8,2.5,0,1593.53,0
NW000827,stretched_salaried,44.9,36.3,-5.2,0,1349.11,0
NW000828,stretched_salaried,35.0,36.0,-6.1,0,1741.89,0
NW000829,near_retiree,68.0,71.8,-4.0,0,12730.87,0
NW000830,gig_worker,43.8,35.7,-2.4,0,3518.45,0
NW000831,stretched_salaried,13.6,8.1,-9.6,0,1439.6,0
NW000832,gig_worker,30.9,16.9,-10.3,0,2245.26,0
NW000833,stable_salaried,70.0,58.7,-12.3,0,7924.99,0
NW000834,stable_salaried,76.4,82.5,1.3,0,8552.18,0
